county_fips,county_name,state,photo_id,tot_votes,pop,vap,turnout,political_lean,white_perc,bach_perc,felony_laws
1001,AUTAUGA,Alabama,1,27770,58809,55640,49.91013659,46.48192445,75.86423847,28.3,"Prison, parole, probation, post-sentence"
1003,BALDWIN,Alabama,1,109679,231768,218290,50.2446287,55.56375977,87.3226675,31.9,"Prison, parole, probation, post-sentence"
1005,BARBOUR,Alabama,1,10518,25229,25025,42.02997003,3.362170517,49.40346427,11.6,"Prison, parole, probation, post-sentence"
1007,BIBB,Alabama,1,9595,22301,22375,42.88268156,53.1854044,76.77234205,11.3,"Prison, parole, probation, post-sentence"
1009,BLOUNT,Alabama,1,27588,59130,57755,47.76729288,78.33505707,95.7162185,13.3,"Prison, parole, probation, post-sentence"
1011,BULLOCK,Alabama,1,4613,10360,10175,45.33660934,-51.13396434,24.54633205,10.3,"Prison, parole, probation, post-sentence"
1013,BUTLER,Alabama,1,9488,19046,19725,48.10139417,12.23344786,51.84815709,16,"Prison, parole, probation, post-sentence"
1015,CALHOUN,Alabama,1,50983,116441,114325,44.59479554,37.30814114,74.2547728,18.9,"Prison, parole, probation, post-sentence"
1017,CHAMBERS,Alabama,1,15284,34772,33425,45.7262528,11.86815716,56.92223628,14.4,"Prison, parole, probation, post-sentence"
1019,CHEROKEE,Alabama,1,12301,24973,26035,47.24793547,65.59603812,92.78420694,12.9,"Prison, parole, probation, post-sentence"
1021,CHILTON,Alabama,1,19310,45011,44145,43.74221316,64.65623511,86.99206861,13.6,"Prison, parole, probation, post-sentence"
1023,CHOCTAW,Alabama,1,7464,12669,12755,58.51822815,11.30924495,57.2341937,13.5,"Prison, parole, probation, post-sentence"
1025,CLARKE,Alabama,1,13135,23091,23865,55.03875969,10.27376794,52.59624962,13.8,"Prison, parole, probation, post-sentence"
1027,CLAY,Alabama,1,6930,14237,13285,52.16409484,56.22629043,83.23382735,11.8,"Prison, parole, probation, post-sentence"
1029,CLEBURNE,Alabama,1,7227,15057,14950,48.34113712,75.21541793,94.85953377,16,"Prison, parole, probation, post-sentence"
1031,COFFEE,Alabama,1,22275,53459,52240,42.63973966,52.82231469,75.62243963,21.7,"Prison, parole, probation, post-sentence"
1033,COLBERT,Alabama,1,27886,57232,54955,50.74333546,32.40223469,80.3204501,17.4,"Prison, parole, probation, post-sentence"
1035,CONECUH,Alabama,1,6441,11597,12220,52.7086743,3.633818536,51.54781409,13.8,"Prison, parole, probation, post-sentence"
1037,COOSA,Alabama,1,5479,10378,10695,51.22954652,26.74032748,66.71805743,11.6,"Prison, parole, probation, post-sentence"
1039,COVINGTON,Alabama,1,17430,37563,37095,46.98746462,64.88341188,84.37025797,15.6,"Prison, parole, probation, post-sentence"
1041,CRENSHAW,Alabama,1,6617,13193,13825,47.86256781,42.93908188,71.78048965,18.5,"Prison, parole, probation, post-sentence"
1043,CULLMAN,Alabama,1,41851,87857,83345,50.21417002,74.6655054,95.90357057,15.4,"Prison, parole, probation, post-sentence"
1045,DALE,Alabama,1,19738,49322,49295,40.04057207,46.17723368,73.52905397,18.2,"Prison, parole, probation, post-sentence"
1047,DALLAS,Alabama,1,17864,38458,38185,46.7827681,-38.25539767,27.47412762,16.6,"Prison, parole, probation, post-sentence"
1049,DEKALB,Alabama,1,29356,71617,71430,41.09757805,64.50161832,92.43894606,14,"Prison, parole, probation, post-sentence"
1051,ELMORE,Alabama,1,41030,87980,81525,50.32812021,49.50195771,75.20913844,25.8,"Prison, parole, probation, post-sentence"
1053,ESCAMBIA,Alabama,1,15910,36768,36775,43.26308634,32.95052314,62.37761097,12.5,"Prison, parole, probation, post-sentence"
1055,ETOWAH,Alabama,1,47728,103434,102720,46.46417445,46.06847134,80.59438869,17.7,"Prison, parole, probation, post-sentence"
1057,FAYETTE,Alabama,1,8766,16326,16405,53.43492838,61.84710323,85.72216097,12.3,"Prison, parole, probation, post-sentence"
1059,FRANKLIN,Alabama,1,12578,32112,31585,39.82270065,55.58834424,91.42376682,15,"Prison, parole, probation, post-sentence"
1061,GENEVA,Alabama,1,12545,26658,26385,47.54595414,69.60829816,86.89699152,13.1,"Prison, parole, probation, post-sentence"
1063,GREENE,Alabama,1,4775,7731,8220,58.09002433,-65.89464126,17.85021343,10.1,"Prison, parole, probation, post-sentence"
1065,HALE,Alabama,1,7900,14788,14755,53.54117248,-21.33710703,40.28942386,15.6,"Prison, parole, probation, post-sentence"
1067,HENRY,Alabama,1,9298,17141,17125,54.29489051,37.82029077,71.72276997,18.9,"Prison, parole, probation, post-sentence"
1069,HOUSTON,Alabama,1,46173,107202,105320,43.84067603,43.34909042,68.50525177,22.1,"Prison, parole, probation, post-sentence"
1071,JACKSON,Alabama,1,23636,52579,51765,45.66019511,57.10618353,91.45666521,16.2,"Prison, parole, probation, post-sentence"
1073,JEFFERSON,Alabama,1,325848,674340,658615,49.47473106,-8.800579609,53.15938547,34.1,"Prison, parole, probation, post-sentence"
1075,LAMAR,Alabama,1,7193,13972,13855,51.91627571,64.71269433,87.54652161,11.3,"Prison, parole, probation, post-sentence"
1077,LAUDERDALE,Alabama,1,44339,93562,92870,47.74308173,40.3168037,86.61101729,25.1,"Prison, parole, probation, post-sentence"
1079,LAWRENCE,Alabama,1,16031,33074,32970,48.6229906,43.40032225,78.40902219,15.8,"Prison, parole, probation, post-sentence"
1081,LEE,Alabama,1,71449,174247,163460,43.71038786,20.86936525,70.85172198,36.4,"Prison, parole, probation, post-sentence"
1083,LIMESTONE,Alabama,1,49235,103565,96920,50.79962856,44.94805247,80.81301598,24.9,"Prison, parole, probation, post-sentence"
1085,LOWNDES,Alabama,1,6835,10321,9935,68.79718168,-48.60147104,25.17197946,14.7,"Prison, parole, probation, post-sentence"
1087,MACON,Alabama,1,8723,19527,18435,47.31760239,-68.38607295,17.375941,20.5,"Prison, parole, probation, post-sentence"
1089,MADISON,Alabama,1,194767,388154,367685,52.97115738,14.30445537,68.75106272,43.8,"Prison, parole, probation, post-sentence"
1091,MARENGO,Alabama,1,10900,19325,19140,56.94879833,-4.002603373,46.16817594,17.1,"Prison, parole, probation, post-sentence"
1093,MARION,Alabama,1,13807,29340,29820,46.30114017,71.71013177,93.89229721,13.3,"Prison, parole, probation, post-sentence"
1095,MARSHALL,Alabama,1,39655,97611,96135,41.24928486,65.88416626,92.6381248,20.7,"Prison, parole, probation, post-sentence"
1097,MOBILE,Alabama,1,183164,414809,413975,44.24518389,11.46184002,58.78681514,24.4,"Prison, parole, probation, post-sentence"
1099,MONROE,Alabama,1,10668,19771,21005,50.78790764,12.60923432,54.81766223,13.5,"Prison, parole, probation, post-sentence"
1101,MONTGOMERY,Alabama,1,99139,228952,226450,43.77964231,-27.25297558,35.21087389,33.7,"Prison, parole, probation, post-sentence"
1103,MORGAN,Alabama,1,53722,123424,119350,45.01214914,48.50039924,82.69056261,21.3,"Prison, parole, probation, post-sentence"
1105,PERRY,Alabama,1,5230,8513,9105,57.4409665,-48.06716327,29.3668507,17.8,"Prison, parole, probation, post-sentence"
1107,PICKENS,Alabama,1,9668,19130,20050,48.21945137,12.92429849,57.86199686,14.4,"Prison, parole, probation, post-sentence"
1109,PIKE,Alabama,1,13841,33002,33275,41.59579264,17.02531036,57.36925035,29.6,"Prison, parole, probation, post-sentence"
1111,RANDOLPH,Alabama,1,10837,21961,22730,47.67707875,50.55671245,78.08387596,17.1,"Prison, parole, probation, post-sentence"
1113,RUSSELL,Alabama,1,21329,59182,57940,36.81221954,-6.69367534,49.44239803,17.5,"Prison, parole, probation, post-sentence"
1115,ST. CLAIR,Alabama,1,44441,91468,88930,49.97301248,65.97206739,87.16709669,18.1,"Prison, parole, probation, post-sentence"
1117,SHELBY,Alabama,1,114950,223038,216350,53.13149988,48.45453163,82.20348102,44.2,"Prison, parole, probation, post-sentence"
1119,SUMTER,Alabama,1,6291,12344,12595,49.94839222,-50.80848051,26.27187297,18.4,"Prison, parole, probation, post-sentence"
1121,TALLADEGA,Alabama,1,35663,82149,80245,44.4426444,22.3116669,63.82913973,15.3,"Prison, parole, probation, post-sentence"
1123,TALLAPOOSA,Alabama,1,20991,41309,40450,51.89369592,39.02855313,70.4180687,18.8,"Prison, parole, probation, post-sentence"
1125,TUSCALOOSA,Alabama,1,90172,227037,208855,43.17445117,17.1797932,64.05960262,31.1,"Prison, parole, probation, post-sentence"
1127,WALKER,Alabama,1,31170,65344,63800,48.85579937,62.63702907,90.9341332,13.4,"Prison, parole, probation, post-sentence"
1129,WASHINGTON,Alabama,1,8876,15389,16335,54.33731252,41.07531422,66.32009877,14.4,"Prison, parole, probation, post-sentence"
1131,WILCOX,Alabama,1,5903,10598,10550,55.95260664,-42.91104093,27.68446877,11.7,"Prison, parole, probation, post-sentence"
1133,WINSTON,Alabama,1,11284,23547,23710,47.59173345,78.35667478,95.96126895,13.3,"Prison, parole, probation, post-sentence"
4001,APACHE,Arizona,0,35172,66026,71715,49.04413303,-30.8470469,21.87017236,12.5,"Prison, parole, probation, post-sentence"
4003,COCHISE,Arizona,0,60442,125445,126440,47.80291047,16.95231812,87.32910837,25.6,"Prison, parole, probation, post-sentence"
4005,COCONINO,Arizona,0,73272,145104,142255,51.50750413,-20.17467115,65.82313375,37.6,"Prison, parole, probation, post-sentence"
4007,GILA,Arizona,0,27662,53271,53845,51.37338657,28.70728073,78.01618141,19.2,"Prison, parole, probation, post-sentence"
4009,GRAHAM,Arizona,0,14995,38541,38305,39.14632554,35.19618531,81.47167951,14.8,"Prison, parole, probation, post-sentence"
4011,GREENLEE,Arizona,0,3685,9562,9465,38.93291072,16.51693662,90.19033675,16.8,"Prison, parole, probation, post-sentence"
4012,LA PAZ,Arizona,0,7458,16546,21035,35.45519372,30.67561738,76.07276683,11.8,"Prison, parole, probation, post-sentence"
4013,MARICOPA,Arizona,0,2068144,4425102,4412780,46.86714497,3.083807762,82.23602529,33.4,"Prison, parole, probation, post-sentence"
4015,MOHAVE,Arizona,0,104668,213276,211000,49.6056872,42.32134226,91.51897072,13.4,"Prison, parole, probation, post-sentence"
4017,NAVAJO,Arizona,0,51767,106714,110270,46.94567879,7.266926797,50.12650636,16.1,"Prison, parole, probation, post-sentence"
4019,PIMA,Arizona,0,520397,1043435,1038475,50.11165411,-14.3087737,84.38091496,33.6,"Prison, parole, probation, post-sentence"
4021,PINAL,Arizona,0,184974,426000,447560,41.32943069,14.63179308,82.08169014,20.9,"Prison, parole, probation, post-sentence"
4023,SANTA CRUZ,Arizona,0,19556,47668,46595,41.97016847,-39.62104109,95.63648569,20.9,"Prison, parole, probation, post-sentence"
4025,YAVAPAI,Arizona,0,143221,236210,232395,61.62826223,27.44151506,93.11756488,26.3,"Prison, parole, probation, post-sentence"
4027,YUMA,Arizona,0,69881,205002,211930,32.97362337,5.555521507,90.9713076,15.4,"Prison, parole, probation, post-sentence"
5001,ARKANSAS,Arkansas,1,6292,17148,17760,35.42792793,29.38889079,71.08117565,16.4,"Prison, parole, probation"
5003,ASHLEY,Arkansas,1,7926,19058,20000,39.63,31.92596819,72.72536468,12.2,"Prison, parole, probation"
5005,BAXTER,Arkansas,1,21007,41628,41675,50.40671866,46.9836471,96.32699145,17.8,"Prison, parole, probation"
5007,BENTON,Arkansas,1,119912,284340,273510,43.84190706,32.68802235,87.96300204,34.6,"Prison, parole, probation"
5009,BOONE,Arkansas,1,17114,37367,37525,45.60692871,49.3738095,95.76631787,17.8,"Prison, parole, probation"
5011,BRADLEY,Arkansas,1,3654,10545,10805,33.817677,20.22994892,67.77619725,13.8,"Prison, parole, probation"
5013,CALHOUN,Arkansas,1,2182,4740,5160,42.28682171,35.75887717,75.08438819,10.7,"Prison, parole, probation"
5015,CARROLL,Arkansas,1,11797,28257,28060,42.04205274,25.81903383,91.6480872,21.2,"Prison, parole, probation"
5017,CHICOT,Arkansas,1,4103,10211,10435,39.31959751,-11.35753334,42.74801684,14.6,"Prison, parole, probation"
5019,CLARK,Arkansas,1,8395,21445,22340,37.57833483,7.806505084,72.13802751,25.2,"Prison, parole, probation"
5021,CLAY,Arkansas,1,5183,14548,14710,35.23453433,41.02387101,96.73494638,13.6,"Prison, parole, probation"
5023,CLEBURNE,Arkansas,1,12680,24710,25065,50.58846998,51.19045114,96.3577499,16.7,"Prison, parole, probation"
5025,CLEVELAND,Arkansas,1,3600,7550,8065,44.63732176,43.31179217,85.90728477,15.9,"Prison, parole, probation"
5027,COLUMBIA,Arkansas,1,8616,22800,23620,36.47756139,26.02997597,61.12719298,20.5,"Prison, parole, probation"
5029,CONWAY,Arkansas,1,8685,20710,20895,41.5649677,22.67944392,84.52921294,17.7,"Prison, parole, probation"
5031,CRAIGHEAD,Arkansas,1,38511,111242,109080,35.30528053,30.19905692,78.90185362,27.1,"Prison, parole, probation"
5033,CRAWFORD,Arkansas,1,24091,60119,63120,38.16698352,48.91351944,90.51547764,18.2,"Prison, parole, probation"
5035,CRITTENDEN,Arkansas,1,16367,48156,48380,33.83009508,-8.630481333,42.42046682,17.4,"Prison, parole, probation"
5037,CROSS,Arkansas,1,6942,16828,16575,41.88235294,34.87617918,73.55003565,14.7,"Prison, parole, probation"
5039,DALLAS,Arkansas,1,2649,6481,7115,37.23120169,10.62778374,54.96065422,11,"Prison, parole, probation"
5041,DESHA,Arkansas,1,4164,11398,11540,36.08318891,-5.904322955,48.16634497,14,"Prison, parole, probation"
5043,DREW,Arkansas,1,6908,17345,18265,37.82096907,21.54117508,69.27068319,22.6,"Prison, parole, probation"
5045,FAULKNER,Arkansas,1,54428,123493,124800,43.61217949,29.51159235,83.41768359,32.1,"Prison, parole, probation"
5047,FRANKLIN,Arkansas,1,7129,17103,17785,40.08434074,47.94440304,94.36940888,11.3,"Prison, parole, probation"
5049,FULTON,Arkansas,1,5119,12074,12300,41.61788618,39.88047578,95.87543482,13.2,"Prison, parole, probation"
5051,GARLAND,Arkansas,1,44199,100173,99045,44.62517038,31.33661985,86.94758069,22.8,"Prison, parole, probation"
5053,GRANT,Arkansas,1,8200,17960,18230,44.98080088,52.6183396,94.54899777,20.3,"Prison, parole, probation"
5055,GREENE,Arkansas,1,16100,45738,45195,35.62340967,45.84014455,95.14626787,17.3,"Prison, parole, probation"
5057,HEMPSTEAD,Arkansas,1,6848,20069,21695,31.5648767,23.73019774,65.57377049,16,"Prison, parole, probation"
5059,HOT SPRING,Arkansas,1,12557,33044,33665,37.29986633,37.12699138,85.27115361,15.3,"Prison, parole, probation"
5061,HOWARD,Arkansas,1,4834,12786,13265,36.44176404,33.08021372,74.09666823,13.8,"Prison, parole, probation"
5063,INDEPENDENCE,Arkansas,1,14512,37931,37585,38.61114806,45.80266493,93.46708497,18.5,"Prison, parole, probation"
5065,IZARD,Arkansas,1,5810,13578,13595,42.73630011,44.47707176,95.00662837,14.5,"Prison, parole, probation"
5067,JACKSON,Arkansas,1,5091,16765,16910,30.10644589,25.46974549,78.94422905,11.7,"Prison, parole, probation"
5069,JEFFERSON,Arkansas,1,25158,67258,68125,36.92917431,-24.55368187,39.42876684,18,"Prison, parole, probation"
5071,JOHNSON,Arkansas,1,9498,25749,26475,35.87535411,32.45171444,90.97440677,16.5,"Prison, parole, probation"
5073,LAFAYETTE,Arkansas,1,2679,6305,6730,39.80683507,23.29181324,61.06264869,14,"Prison, parole, probation"
5075,LAWRENCE,Arkansas,1,5857,16221,16510,35.47546941,39.36466538,96.16546452,14.4,"Prison, parole, probation"
5077,LEE,Arkansas,1,2848,8593,8965,31.76798661,-14.59636937,43.10485279,8.7,"Prison, parole, probation"
5079,LINCOLN,Arkansas,1,3875,12936,13280,29.17921687,26.50631091,67.26963513,8.5,"Prison, parole, probation"
5081,LITTLE RIVER,Arkansas,1,5177,12026,12345,41.93600648,38.24353938,75.18709463,14.3,"Prison, parole, probation"
5083,LOGAN,Arkansas,1,8225,21128,21620,38.04347826,44.20298176,93.49678152,12.2,"Prison, parole, probation"
5085,LONOKE,Arkansas,1,30662,74012,73165,41.90801613,49.59836966,89.5800681,20.6,"Prison, parole, probation"
5087,MADISON,Arkansas,1,7351,16519,16395,44.8368405,36.947257,93.94636479,12.1,"Prison, parole, probation"
5089,MARION,Arkansas,1,7503,16828,16585,45.2396744,43.5375717,95.47183266,16.1,"Prison, parole, probation"
5091,MILLER,Arkansas,1,16529,42599,43515,37.98460301,39.24406056,70.48522266,18,"Prison, parole, probation"
5093,MISSISSIPPI,Arkansas,1,12342,40682,41395,29.81519507,8.341941412,61.22609508,15.6,"Prison, parole, probation"
5095,MONROE,Arkansas,1,2816,6802,6880,40.93023256,5.179572478,55.63069685,12.6,"Prison, parole, probation"
5097,MONTGOMERY,Arkansas,1,3873,8482,8965,43.20133854,44.75283685,93.73968404,15.1,"Prison, parole, probation"
5099,NEVADA,Arkansas,1,3358,8312,8250,40.7030303,20.3677479,66.39797883,11.9,"Prison, parole, probation"
5101,NEWTON,Arkansas,1,3998,7228,7755,51.55383623,43.48432125,94.88101826,15.9,"Prison, parole, probation"
5103,OUACHITA,Arkansas,1,9629,22647,23595,40.80949354,9.769859359,56.1133925,13.5,"Prison, parole, probation"
5105,PERRY,Arkansas,1,4627,10018,10340,44.74854932,39.03850411,94.2603314,17.8,"Prison, parole, probation"
5107,PHILLIPS,Arkansas,1,6242,16571,18150,34.39118457,-26.01247987,34.66296542,15.5,"Prison, parole, probation"
5109,PIKE,Arkansas,1,4246,10169,10715,39.62669155,54.4859341,91.81827122,18.3,"Prison, parole, probation"
5111,POINSETT,Arkansas,1,7521,22965,23745,31.67403664,37.79369276,88.88308295,11.5,"Prison, parole, probation"
5113,POLK,Arkansas,1,8490,19213,20000,42.45,56.34122797,93.68656639,15.3,"Prison, parole, probation"
5115,POPE,Arkansas,1,24432,63384,63925,38.21978882,46.30245738,92.01060204,24.6,"Prison, parole, probation"
5117,PRAIRIE,Arkansas,1,3495,8287,8140,42.93611794,40.65342689,86.81066731,15.3,"Prison, parole, probation"
5119,PULASKI,Arkansas,1,169956,399125,393080,43.2370001,-15.01840074,57.1382399,35.2,"Prison, parole, probation"
5121,RANDOLPH,Arkansas,1,6812,18574,17935,37.98160022,39.60264431,93.29708194,13.8,"Prison, parole, probation"
5123,ST. FRANCIS,Arkansas,1,7108,23094,25475,27.90186457,-11.56689601,42.51753702,10.9,"Prison, parole, probation"
5125,SALINE,Arkansas,1,56959,123430,120990,47.07744442,39.85855596,87.59296767,27.6,"Prison, parole, probation"
5127,SCOTT,Arkansas,1,3551,9838,10270,34.57643622,48.34761483,90.54685912,12.1,"Prison, parole, probation"
5129,SEARCY,Arkansas,1,4019,7828,7900,50.87341772,53.71644397,95.1073071,10.9,"Prison, parole, probation"
5131,SEBASTIAN,Arkansas,1,47140,127797,127670,36.92331793,33.99682293,81.62554677,23.3,"Prison, parole, probation"
5133,SEVIER,Arkansas,1,5202,15839,16945,30.69932133,43.11367554,87.44238904,13.4,"Prison, parole, probation"
5135,SHARP,Arkansas,1,7566,17274,17215,43.95004357,45.63400479,95.34560611,10.5,"Prison, parole, probation"
5137,STONE,Arkansas,1,5938,12354,12580,47.20190779,44.58134088,96.15509147,12.6,"Prison, parole, probation"
5139,UNION,Arkansas,1,16607,39050,39090,42.48401126,22.45320203,63.89756722,21.2,"Prison, parole, probation"
5141,VAN BUREN,Arkansas,1,7807,15795,16580,47.08685163,44.877991,95.70750237,15.8,"Prison, parole, probation"
5143,WASHINGTON,Arkansas,1,94266,245866,236200,39.90939881,9.818033792,85.93624169,33.2,"Prison, parole, probation"
5145,WHITE,Arkansas,1,30885,76824,78725,39.23150206,50.62649876,91.64583984,20.7,"Prison, parole, probation"
5147,WOODRUFF,Arkansas,1,2476,6272,6475,38.23938224,5.551079902,70.83864796,15.1,"Prison, parole, probation"
5149,YELL,Arkansas,1,6741,20256,21425,31.46324387,42.18747255,93.34024487,13.3,"Prison, parole, probation"
6001,ALAMEDA,California,0,770070,1682349,1661585,46.34550745,-62.40915381,49.05955899,48.7,"Prison, parole"
6003,ALPINE,California,0,741,1202,1160,63.87931034,-24.72485979,69.7171381,38.4,"Prison, parole"
6005,AMADOR,California,0,22304,40471,39025,57.15310698,23.05857958,89.43935163,18.1,"Prison, parole"
6007,BUTTE,California,0,102066,211630,223345,45.69880678,1.358605939,85.18924538,28.3,"Prison, parole"
6009,CALAVERAS,California,0,27164,45284,45830,59.27121973,21.61605089,90.69428496,19.8,"Prison, parole"
6011,COLUSA,California,0,7961,21836,21490,37.04513727,17.10991644,90.90950724,14.9,"Prison, parole"
6013,CONTRA COSTA,California,0,581316,1165930,1147790,50.64654684,-41.38611891,64.55516197,43.3,"Prison, parole"
6015,DEL NORTE,California,0,11453,27745,27690,41.36150235,14.07117754,77.74013336,15.4,"Prison, parole"
